 ,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1930,0,0,0,0,0,0,0,19.714,87.641,485.935,1166.833,1460.576,869.969,1314.334,1014.455,1173.911,768.556,450.165,205.389,127.518,0,0,0,0
scen1931,0,0,0,0,0,0,0.425,12.334,210.708,607.405,852.382,759.876,1379.423,1358.316,1262.191,851.282,771.438,458.753,187.604,107.856,0,0,0,0
scen1932,0,0,0,0,0,0,0.046,18.242,68.874,559.044,862.99,750.593,1010.354,810.708,1201.73,1107.27,769.004,459.75,168.15,143.411,0,0,0,0
scen1933,0,0,0,0,0,0,0.365,28.508,133.414,969.15,1129.913,1043.012,1296.008,1247.331,1147.645,964.823,722.124,478.258,193.702,135.634,0,0,0,0
scen1934,0,0,0,0,0,0,0,4.034,112.078,620.168,599.899,255.726,1087.767,1218.212,1172.111,920.005,861.175,470.418,184.583,121.962,0,0,0,0
scen1935,0,0,0,0,0,0,0.182,33.576,117.373,568.289,1122.082,931.322,1211.676,1255.383,913.499,858.982,718.468,449.448,191.29,117.888,0,0,0,0
scen1936,0,0,0,0,0,0,0.402,22.962,143.61,789.704,734.608,909.183,634.576,1312.825,1010.085,1082.916,747.974,433.575,139.703,141.589,0,0,0,0
scen1937,0,0,0,0,0,0,0,36.867,249.657,576.902,1043.179,1299.188,1315.558,1427.863,972.355,835.18,804.514,535.17,173.142,131.124,0,0,0,0
scen1938,0,0,0,0,0,0,0,26.627,139.793,433.456,497.836,1186.226,1148.079,1323.566,1318.162,926.371,780.204,480.302,167.862,117.121,0,0,0,0
scen1939,0,0,0,0,0,0,0.068,12.347,95.646,845.464,1064.567,912.609,1098.732,1095.128,1088.608,841.405,759.964,349.326,185.218,116.45,0,0,0,0
scen1940,0,0,0,0,0,0,0,7.149,138.687,752.229,824.986,1186.43,1039.568,1143.072,1101.48,964.358,861.748,432.294,148.305,125.385,0,0,0,0
scen1941,0,0,0,0,0,0,0.264,17.79,81.307,827.619,773.336,1085.931,1399.039,1146.105,1198.291,1056.097,743.951,426.553,182.238,134.171,0,0,0,0
scen1942,0,0,0,0,0,0,0,36.933,0,615.509,1295.062,532.751,1336.968,1303.553,1011.69,956.631,909.897,498.692,221.144,157.193,0,0,0,0
scen1943,0,0,0,0,0,0,0,20.207,173.152,570.29,867.366,1451.551,1368.879,1161.655,1403.739,1027.63,778.439,472.727,229.797,126.269,0,0,0,0
scen1944,0,0,0,0,0,0,0.236,37.471,131.416,783.769,639.256,852.643,836.338,1253.255,1000.662,1066.228,896.492,491.986,143.202,117.759,0,0,0,0
scen1945,0,0,0,0,0,0,0,21.304,147.282,741.681,983.605,888.466,981.575,908.799,1183.067,1121.134,737.396,481.586,181.67,123.345,0,0,0,0
scen1946,0,0,0,0,0,0,0.356,12.549,142.554,805.865,689.891,1087.057,1017.007,628.813,953.869,955.209,698.864,513.581,194.666,120.776,0,0,0,0
scen1947,0,0,0,0,0,0,1.194,6.897,192.315,495.967,974.23,1004.904,1257.51,1533.502,1129.807,711.066,855.73,445.922,202.007,131.609,0,0,0,0
scen1948,0,0,0,0,0,0,0,32.842,148.542,981.605,750.79,860.844,909.298,1271.995,1379.701,1041.557,724.306,422.96,196.134,113.296,0,0,0,0
scen1949,0,0,0,0,0,0,0,8.475,259.699,595.336,1025.097,1044.758,1187.932,911.213,1374.279,876.814,735.963,518.575,156.893,129.012,0,0,0,0
scen1950,0,0,0,0,0,0,0,21.328,58.566,481.347,1262.112,1003.811,1275.508,1399.38,1212.441,1116.41,731.555,381.285,264.994,127.056,0,0,0,0
scen1951,0,0,0,0,0,0,0,23.077,165.255,998.746,885.236,785.373,1595.455,1029.185,1371.558,1119.006,744.071,423.37,190.709,113.647,0,0,0,0
scen1952,0,0,0,0,0,0,0.071,14.748,186.429,755.655,917.125,760.252,1279.027,944.182,1155.148,1115.544,659.204,455.75,160.665,108.714,0,0,0,0
scen1953,0,0,0,0,0,0,0.76,36.021,121.104,943.791,717.971,1007.357,944.086,1246.055,1029.156,1043.509,760.929,453.861,156.257,131.217,0,0,0,0
scen1954,0,0,0,0,0,0,0,24.095,64.972,603.82,1077.52,840.848,650.186,1182.263,1104.192,1086.926,829.532,430.294,194.484,136.693,0,0,0,0
scen1955,0,0,0,0,0,0,0,20.156,31.154,536.906,683.134,931.562,701.469,1085.671,1171.262,966.195,771.311,478.303,184.148,98.074,0,0,0,0
scen1956,0,0,0,0,0,0,0.366,39.881,0,878.103,1338.31,1319.974,876.99,1176.521,961.82,1023.724,763.223,459.669,177.324,128.718,0,0,0,0
scen1957,0,0,0,0,0,0,0,20.131,113.682,695.599,1023.47,936.649,1136.753,1120.93,830.91,818.334,836.561,395.753,186.795,133.836,0,0,0,0
scen1958,0,0,0,0,0,0,0,16.656,67.505,734.009,733.959,868.175,1238.255,1098.878,739.806,765.687,791.819,457.671,154.864,128.793,0,0,0,0
scen1959,0,0,0,0,0,0,0.231,0,159.22,711.479,836.244,989.928,1029.105,1439.715,1239.262,790.966,799.966,437.666,185.062,122.339,0,0,0,0
scen1960,0,0,0,0,0,0,0,13.006,93.502,604.178,1171.903,991.973,1062.198,982.964,1095.107,906.876,709.898,482.272,215.227,144.113,0,0,0,0
scen1961,0,0,0,0,0,0,0.382,19.782,143.281,517.89,703.931,1320.366,900.523,1180.565,1030.263,1015.476,752.695,482.489,181.392,129.103,0,0,0,0
scen1962,0,0,0,0,0,0,0,4.283,178.76,515.376,602.143,993.313,1074.562,1299.565,941.695,805.282,802.222,484.54,164.855,105.351,0,0,0,0
scen1963,0,0,0,0,0,0,0.184,17.055,142.834,787.572,1079.035,1621.421,1184.007,1301.627,1092.594,968.527,728.876,496.121,148.11,113.452,0,0,0,0
scen1964,0,0,0,0,0,0,0.02,23.959,102.369,512.998,695.266,1297.226,1233.515,1389.56,999.896,1040.247,667.894,458.999,189.95,111.374,0,0,0,0
scen1965,0,0,0,0,0,0,0,30.206,195.573,736.651,649.761,1093.519,1088.732,1324.413,1002.38,1093.959,700.74,443.987,161.566,141.95,0,0,0,0
scen1966,0,0,0,0,0,0,0,2.569,13.96,581.13,969.839,1184.72,1425.819,913.084,1107.979,1110.102,737.922,455.546,177.336,137.216,0,0,0,0
scen1967,0,0,0,0,0,0,0.425,47.83,64.732,705.295,1211.424,1254.406,1103.45,923.982,1158.503,1001.634,836.072,453.894,190.978,119.362,0,0,0,0
scen1968,0,0,0,0,0,0,0,14.954,71.533,765.379,663.754,1159.79,893.27,1241.467,1287.909,974.832,806.186,508.873,178.561,130.137,0,0,0,0
scen1969,0,0,0,0,0,0,0.247,28.041,99.793,950.004,861.727,849.802,1137.822,1462.283,1267.552,988.114,794.848,514.593,147.644,134.266,0,0,0,0
scen1970,0,0,0,0,0,0,0,24.765,95.801,511.573,1269.19,802.619,625.42,1465.782,987.425,975.331,730.288,440.216,158.854,129.29,0,0,0,0
scen1971,0,0,0,0,0,0,0,53.479,307.5,829.816,544.622,1875.493,1201.264,1286.107,929.859,1135.942,750.929,472.28,188.498,127.604,0,0,0,0
scen1972,0,0,0,0,0,0,0,22.677,79.653,691.326,956.918,1375.907,1353.019,1297.095,1155.416,936.974,759.805,418.944,211.21,123.672,0,0,0,0
scen1973,0,0,0,0,0,0,0,50.431,173.417,704.52,716.51,793.426,1127.392,1454.296,1312.142,1034.9,762.648,449.488,162.278,145.216,0,0,0,0
scen1974,0,0,0,0,0,0,0.445,15.268,91.89,701.003,954.891,924.383,1147.984,921.427,939.805,894.843,778.676,490.635,133.414,138.133,0,0,0,0
scen1975,0,0,0,0,0,0,0.96,14.542,112.57,745.991,1075.496,1306.863,1242.619,1283.282,1005.346,791.443,831.645,429.522,209.074,132.428,0,0,0,0
scen1976,0,0,0,0,0,0,0.928,34.69,150.266,770.392,526.732,957.828,860.424,1039.53,1073.124,955.641,752.691,413.855,204.471,138.455,0,0,0,0
scen1977,0,0,0,0,0,0,0,23.466,94.621,966.903,989.037,1205.945,1386.601,1470.791,1039.255,1042.336,809.573,404.188,198.642,139.255,0,0,0,0
scen1978,0,0,0,0,0,0,0.819,46.635,89.516,855.703,816.672,1082.982,1301.152,1377.338,1466.924,937.073,711.129,476.606,142.493,128.813,0,0,0,0
scen1979,0,0,0,0,0,0,0,24.714,198.585,495.282,1267.849,1111.879,610.157,1236.496,1332.042,1092.156,551.707,433.736,204.951,112.572,0,0,0,0
scen1980,0,0,0,0,0,0,0.891,10.585,140.697,562.135,1264.415,1317.625,1171.994,1233.163,1090.035,1026.799,782.104,477.095,192.03,127.225,0,0,0,0
scen1981,0,0,0,0,0,0,0,47.228,60.013,674.886,1410.162,1258.663,1308.813,1164.198,922.395,1007.275,789.004,487.583,187.084,107.209,0,0,0,0
scen1982,0,0,0,0,0,0,0.337,8.447,130.795,663.053,725.837,1111.234,633.178,820.261,1310.47,1043.607,855.455,453.422,183.027,114.516,0,0,0,0
scen1983,0,0,0,0,0,0,0.32,8.908,89.611,633.376,602.011,1395.234,994.341,656.011,890.484,982.511,664.198,399.44,201.032,111.061,0,0,0,0
scen1984,0,0,0,0,0,0,0,17.171,125.082,433.335,747.647,849.747,1034.242,1125.078,1295.667,1124.026,862.707,434.23,173.967,127.697,0,0,0,0
scen1985,0,0,0,0,0,0,0,2.388,130.948,750.029,1164.424,1458.84,853.833,989.603,998.581,824.794,794.036,460.716,207.49,106.636,0,0,0,0
scen1986,0,0,0,0,0,0,0,10.53,222.713,591.52,875.203,1251.882,1274.216,603.177,894.578,939.692,719.298,475.503,202.113,111.162,0,0,0,0
scen1987,0,0,0,0,0,0,0,18.252,153.497,657.857,611.821,912.721,1020.757,942.206,1241.402,1024.874,801.282,434.296,179.572,129.249,0,0,0,0
scen1988,0,0,0,0,0,0,0.5,20.289,39.56,507.86,1414.431,677.292,1107.756,898.954,1317.424,1034.288,702.234,496.688,181.287,129.02,0,0,0,0
scen1989,0,0,0,0,0,0,0,25.733,110.854,574.604,974.367,464.22,1247.427,742.72,1190.833,937.741,785.929,319.203,173.938,150.125,0,0,0,0
scen1990,0,0,0,0,0,0,0.152,32.233,112.632,700.734,881.814,974.035,814.177,1370.508,1039.305,1076.049,746.174,453.796,155.243,118.322,0,0,0,0
scen1991,0,0,0,0,0,0,0,43.096,107.334,927.272,1062.742,1243.534,1228.711,1217.543,1279.781,975.204,740.423,441.808,181.915,122.887,0,0,0,0
scen1992,0,0,0,0,0,0,0,25.712,146.309,622.061,837.262,1083.294,1307.77,1049.894,1194.823,1080.111,729.702,387.304,190.6,98.32,0,0,0,0
scen1993,0,0,0,0,0,0,0,41.402,44.015,1031.232,866.044,1040.691,1156.795,1480.93,1306.369,1126.618,761.778,468.698,206.005,146.18,0,0,0,0
scen1994,0,0,0,0,0,0,0.159,11.306,149.322,760.295,1183.017,820.308,911.348,1293.855,750.097,926.024,875.462,427.651,183.181,135.488,0,0,0,0
scen1995,0,0,0,0,0,0,0.669,23.058,90.677,678.559,1006.531,909.424,943.079,901.982,1491.545,1055.241,736.822,455.765,188.578,121.47,0,0,0,0
scen1996,0,0,0,0,0,0,0.248,13.025,156.98,541.959,795.908,870.045,1175.215,1259.222,1104.406,804.52,557.7,463.676,200.09,117.422,0,0,0,0
scen1997,0,0,0,0,0,0,0.544,9.287,210.906,939.531,972.487,1050.496,1268.759,1126.7,1018.363,1205.293,681.129,446.282,164.02,137.245,0,0,0,0
scen1998,0,0,0,0,0,0,0,27.252,55.002,775.464,706.483,695.012,1313.819,1193.17,1134.953,1169.555,770.571,465.598,200.811,112.716,0,0,0,0
scen1999,0,0,0,0,0,0,0.105,18.576,116.195,675.083,1129.67,992.275,924.184,1267.727,1190.68,855.004,755.908,475.585,178.697,145.415,0,0,0,0
scen2000,0,0,0,0,0,0,0,21.444,132.202,663.363,1178.28,878.539,964.384,1042.167,1123.86,1044.716,787.41,462.272,185.456,108.816,0,0,0,0
scen2001,0,0,0,0,0,0,0,5.396,66.078,733.439,1083.238,1602.435,1062.577,873.783,1284.363,943.863,736.067,457.552,175.124,118.85,0,0,0,0
scen2002,0,0,0,0,0,0,0,9.864,135.462,800.091,1184.062,952.98,810.799,1083.302,927.6,837.457,720.094,488.682,188.399,126.718,0,0,0,0
scen2003,0,0,0,0,0,0,0,0.639,113.705,643.975,422.78,1450.864,1365.016,1137.14,1028.379,969.093,786.175,489.186,175.108,99.697,0,0,0,0
scen2004,0,0,0,0,0,0,0.994,20.88,123.025,453.132,774.233,829.147,1643.833,1429.856,893.2,1040.886,817.763,457.583,151.218,132.182,0,0,0,0
scen2005,0,0,0,0,0,0,0.44,5.323,235.946,510.11,1101.545,1314.143,1402.814,1085.423,1066.299,960.937,824.419,402.185,178.056,111.7,0,0,0,0
scen2006,0,0,0,0,0,0,0,10.91,72.458,590.044,1188.988,666.141,1041.058,1366.777,1057.169,999.558,707.972,489.226,166.58,121.289,0,0,0,0
scen2007,0,0,0,0,0,0,0,0,122.667,728.477,962.95,1000.558,1311.082,1704.653,1180.931,1215.364,847.459,459.174,167.814,118.216,0,0,0,0
scen2008,0,0,0,0,0,0,0.806,18.31,195.652,648.715,1274.132,1124.442,827.112,923.128,932.595,1177.404,753.95,384.294,215.6,137.633,0,0,0,0
scen2009,0,0,0,0,0,0,0.434,27.004,171.847,721.243,1539.95,751.404,1394.216,906.331,917.627,938.101,729.048,507.379,187.006,112.425,0,0,0,0
scen2010,0,0,0,0,0,0,0.973,37.337,105.425,462.224,920.378,845.997,1145.153,1059.042,1006.273,1241.576,741.58,476.64,225.637,132.769,0,0,0,0
scen2011,0,0,0,0,0,0,0,26.659,215.79,788.092,1168.243,1319.446,1391.661,1208.158,1220.933,1018.285,675.703,465.167,199.643,130.641,0,0,0,0
scen2012,0,0,0,0,0,0,0,6.112,188.767,865.267,1003.258,1545.6,1707.673,1741.882,1090.868,1145.825,692.296,428.818,199.652,116.988,0,0,0,0
scen2013,0,0,0,0,0,0,2.94,36.021,45.655,624.188,819.92,726.727,876.039,1181.92,752.736,875.494,777.541,483.031,191.011,132.952,0,0,0,0
scen2014,0,0,0,0,0,0,0,36.744,49.794,798.377,795.195,991.319,1100.802,1550.426,874.282,892.463,794.518,439.718,181.54,154.92,0,0,0,0
scen2015,0,0,0,0,0,0,0,31.335,127.843,774.406,790.281,532.535,923.533,1136.148,1246.547,1164.853,728.981,455.423,202.701,138.326,0,0,0,0
scen2016,0,0,0,0,0,0,0.199,43.738,0,767.789,1353.431,963.162,979.429,838.515,884.283,874.769,688.255,426.453,160.872,110.727,0,0,0,0
scen2017,0,0,0,0,0,0,0.21,6.628,56.937,824.051,934.835,1187.268,1236.848,847.419,990.658,1108.141,624.211,485.014,169.092,136.242,0,0,0,0
scen2018,0,0,0,0,0,0,0,25.952,82.905,929.427,493.616,1297.488,1179.919,1067.351,1052.275,960.726,722.158,491.024,182.055,125.046,0,0,0,0
scen2019,0,0,0,0,0,0,0,12.367,118.429,754.829,1175.179,1124.194,1092.137,780.201,1002.424,896.847,714.25,405.532,177.906,133.374,0,0,0,0
scen2020,0,0,0,0,0,0,0.181,19.923,207.368,576.733,772.464,1025.196,1351.188,991.411,795.135,961.682,673.054,532.222,195.21,108.462,0,0,0,0
scen2021,0,0,0,0,0,0,0.024,22.891,143.388,671.917,816.601,1085.16,1037.709,1171.956,1209.86,1144.483,799.527,461.477,220.203,148.43,0,0,0,0
scen2022,0,0,0,0,0,0,0,23.716,81.013,865.145,871.875,1395.173,1073.608,1213.166,1328.118,1027.748,774.073,544.411,155.571,122.33,0,0,0,0
scen2023,0,0,0,0,0,0,0,18.066,184.635,649.731,942.647,1198.291,677.479,1482.544,725.243,962.504,686.102,479.478,230.648,116.322,0,0,0,0
scen2024,0,0,0,0,0,0,0.884,13.574,65.703,686.629,627.617,741.14,1318.655,1195.447,1451.034,926.387,912.182,461.866,204.205,132.188,0,0,0,0
scen2025,0,0,0,0,0,0,0.354,31.923,159.457,722.621,800.647,931.9,1183.933,1082.61,1500.21,870.313,738.01,510.732,166.484,126.743,0,0,0,0
scen2026,0,0,0,0,0,0,0.782,2.372,112.561,870.913,522.436,1148.543,1101.928,1340.377,1241.806,1068.527,789.472,416.169,202.003,126.075,0,0,0,0
scen2027,0,0,0,0,0,0,0,26.47,126.674,743.241,1446.839,996.551,1023.799,1069.377,1268.091,861.393,842.774,420.645,189.33,98.464,0,0,0,0
scen2028,0,0,0,0,0,0,0.215,13.878,235.127,480.311,638.402,1005.455,1085.684,857.142,1010.087,1111.111,751.403,477.088,172.71,132.9,0,0,0,0
scen2029,0,0,0,0,0,0,0.392,22.161,168.197,697.453,823.954,671.531,1279.682,1275.869,1330.287,1077.469,655.083,413.93,213.068,136.159,0,0,0,0
scen2030,0,0,0,0,0,0,0.553,11.135,113.592,681.186,963.075,1126.359,1182.299,1113.312,998.822,1078.476,756.757,486.438,190.782,129.481,0,0,0,0
scen2031,0,0,0,0,0,0,0,9.805,143.828,790.905,914.795,1024.446,1249.675,1345.575,1002.185,917.409,816.128,490.114,181.945,134.52,0,0,0,0
scen2032,0,0,0,0,0,0,0,19.789,120.86,811.412,1007.983,709.641,1509.106,1265.499,837.696,1052.54,844.326,429.027,203.217,119.941,0,0,0,0
scen2033,0,0,0,0,0,0,0,25.794,191.626,598.318,1149.005,1294.381,1045.001,1308.932,1129.556,769.831,790.294,464.476,223.679,116.977,0,0,0,0
scen2034,0,0,0,0,0,0,0.729,26.714,73.445,961.358,1005.084,1139,1043.463,1359.661,1028.719,1083.393,695.644,464.651,175.95,97.411,0,0,0,0
scen2035,0,0,0,0,0,0,0,17.247,109.367,641.125,1097.46,1045.274,1296.809,1072.886,1085.118,854.232,725.15,505.703,190.174,123.239,0,0,0,0
scen2036,0,0,0,0,0,0,0.378,34.227,191.712,603.103,798.253,955.002,1134.408,705.53,1152.755,776.158,658.051,501.777,184.971,125.731,0,0,0,0
scen2037,0,0,0,0,0,0,1.5,13.978,121.005,940.472,1299.98,1062.584,1273.662,900.402,1127.947,991.752,753.572,431.786,213.129,146.488,0,0,0,0
scen2038,0,0,0,0,0,0,0,38.339,68.745,682.845,828.973,946.01,1300.264,1163.202,1072.447,1154.815,843.822,460.875,185.011,129.079,0,0,0,0
scen2039,0,0,0,0,0,0,0,20.476,79.177,576.203,538.831,1224.905,1083.478,1112.963,1426.718,948.029,794.005,454.919,192.52,139.79,0,0,0,0
scen2040,0,0,0,0,0,0,0,0,44.712,730.118,701.782,882.923,1367.139,948.349,1063.586,917.684,908.118,403.364,203.084,120.176,0,0,0,0
scen2041,0,0,0,0,0,0,0,16.792,97.183,705.1,1042.703,790.603,963.535,1111.154,907.814,1005.332,809.076,430.471,187.691,142.937,0,0,0,0
scen2042,0,0,0,0,0,0,0,16.309,83.747,946.017,963.743,1272.64,1466.347,1031.813,1251.994,851.105,841.374,516.752,210.046,130.525,0,0,0,0
scen2043,0,0,0,0,0,0,0,16.523,102.404,872.621,1136.633,1223.934,942.278,957.261,1235.701,890.467,755.963,490.29,186.401,137.679,0,0,0,0
scen2044,0,0,0,0,0,0,0.719,21.287,69.261,631.301,753.042,1412.387,1228.921,1088.073,1044.168,997.284,722.072,448.695,189.599,105.865,0,0,0,0
scen2045,0,0,0,0,0,0,0.018,30.521,154.587,664.316,982.129,1006.365,705.55,1285.034,1250.353,910.981,785.825,491.927,185.426,109.263,0,0,0,0
scen2046,0,0,0,0,0,0,0.845,0,65.087,855.908,1088.16,1226.585,1024.254,1138.808,1124.905,998.156,732.849,404.232,191.728,155.462,0,0,0,0
scen2047,0,0,0,0,0,0,0.34,31.637,121.423,666.673,985.677,1262.625,1176.765,1515.268,1180.09,1038.349,756.173,502.892,183.861,122.158,0,0,0,0
scen2048,0,0,0,0,0,0,0,1.436,117.476,452.825,1028.895,1382.288,991.509,1078.079,1286.567,971.066,724.506,464.47,170.865,121.946,0,0,0,0
scen2049,0,0,0,0,0,0,0.598,29.393,199.296,715.908,872.1,1099.433,1341.261,1035.568,971.575,1058.056,731.661,437.753,174.13,123.785,0,0,0,0
scen2050,0,0,0,0,0,0,0,30.872,81.756,826.168,860.384,1081.733,1243.832,934.831,1300.104,1004.291,651.837,467.56,168.011,110.911,0,0,0,0
scen2051,0,0,0,0,0,0,0,19.146,116.017,538.936,806.164,627.233,949.656,1379.455,1120.776,983.276,685.197,499.269,163.459,129.735,0,0,0,0
scen2052,0,0,0,0,0,0,0.274,15.06,102.341,775.385,843.171,1044.479,859.044,1055.999,1130.957,947.283,702.903,429.716,212.232,134.606,0,0,0,0
scen2053,0,0,0,0,0,0,0.752,0,112.872,742.991,773.425,1180.173,1141.605,1382.252,930.602,812.056,836.269,498.684,163.285,127.535,0,0,0,0
scen2054,0,0,0,0,0,0,0,19.598,137.151,670.488,869.277,712.766,1212.979,1000.92,855.885,981.137,738.778,451.532,204.228,132.913,0,0,0,0
scen2055,0,0,0,0,0,0,0.049,35.841,32.131,723.313,818.757,1070.982,1042.965,932.717,1084.644,826.622,808.302,467.044,188.84,113.272,0,0,0,0
scen2056,0,0,0,0,0,0,0,0,113.541,609.171,853.511,729.519,1094.188,1441.12,899.528,962.549,840.97,479.103,182.787,128.307,0,0,0,0
scen2057,0,0,0,0,0,0,0,0,0,768.749,921.186,861.292,1210.029,1331.573,1162.226,981.566,680.246,398.762,209.068,111.914,0,0,0,0
scen2058,0,0,0,0,0,0,0.127,24.928,183.217,599.022,871.66,1066.518,1401.971,1142.995,1196.912,972.641,713.846,428.59,229.999,126.575,0,0,0,0
scen2059,0,0,0,0,0,0,0,10.373,177.324,602.948,508.676,866.058,917.155,1421.133,1192.665,979.802,752.158,461.804,180.411,136.609,0,0,0,0
scen2060,0,0,0,0,0,0,0.793,18.754,20.035,894.252,1001.206,783.767,936.862,1286.81,1329.083,1010.183,796.177,524.308,175.859,142.193,0,0,0,0
scen2061,0,0,0,0,0,0,0,36.831,74.17,610.127,679.52,1091.432,838.573,1634.801,1096.75,790.436,653.461,497.792,202.774,134.243,0,0,0,0
scen2062,0,0,0,0,0,0,0.334,9.605,152.191,637.958,901.109,1242.301,857.447,1056.399,917.82,1225.135,849.04,410.048,198.576,144.99,0,0,0,0
scen2063,0,0,0,0,0,0,0,20.541,155.083,932.484,1001.103,982.205,1114.067,1107.116,1276.39,878.955,825.862,458.966,159.758,111.754,0,0,0,0
scen2064,0,0,0,0,0,0,0,15.463,90.938,845.475,1245.992,1206.869,1043.304,1441.428,1201.777,925.547,669.761,462.191,161.996,101.778,0,0,0,0
scen2065,0,0,0,0,0,0,0.228,0.34,60.967,682.959,1149.536,434.766,810.019,883.997,1322.299,981.335,734.113,471.944,174.159,119.105,0,0,0,0
scen2066,0,0,0,0,0,0,0.196,43.263,144.942,698.865,1016.075,903.305,801.891,1472.31,1274.342,985.982,801.609,475.773,178.995,116.446,0,0,0,0
scen2067,0,0,0,0,0,0,1.333,31.534,152.818,654.624,1289.779,875.084,1054.822,1216.958,1415.102,931.576,725.186,455.071,167.184,128.096,0,0,0,0
scen2068,0,0,0,0,0,0,0.127,32.808,133.524,702.876,801.843,924.279,1387.909,1348.079,996.825,966.264,755.397,501.601,151.039,119.94,0,0,0,0
scen2069,0,0,0,0,0,0,0,22.031,39.656,762.736,693.152,843.626,831.571,958.186,1115.75,1016.999,767.646,413.496,215.803,99.599,0,0,0,0
scen2070,0,0,0,0,0,0,0.547,32.748,184.736,671.215,648.219,1375.141,1463.025,1127.979,933.786,1050.35,774.608,391.794,201.26,125.117,0,0,0,0
scen2071,0,0,0,0,0,0,0.088,17.349,144.29,738.101,1264.179,1051.504,1251.275,1294.33,892.089,915.974,770.451,490.159,170.907,132.709,0,0,0,0
scen2072,0,0,0,0,0,0,0.382,19.782,143.281,517.89,703.931,1320.366,900.523,1180.565,1030.263,1015.476,752.695,482.489,181.392,129.103,0,0,0,0
scen2073,0,0,0,0,0,0,0,0.015,112.302,835.471,975.258,1340.319,1066.18,1259.168,756.428,1032.28,910.411,410.178,200.935,114.709,0,0,0,0
scen2074,0,0,0,0,0,0,1.1,15.323,115.318,534.837,1006.9,643.506,987.811,1135.702,1204.492,1003.49,782.31,417.952,168.984,111.584,0,0,0,0
scen2075,0,0,0,0,0,0,1.867,21.461,116.163,640.61,954.047,590.467,1194.732,1576.296,1039.69,973.042,774.358,449.057,188.515,113.714,0,0,0,0
scen2076,0,0,0,0,0,0,0.221,8.779,113.264,716.91,1517.324,1146.864,1261.636,1093.477,1235.24,907.16,789.733,429.016,196.289,129.184,0,0,0,0
scen2077,0,0,0,0,0,0,1.753,28.392,70.987,638.434,1251.877,880.769,1447.218,1299.446,1185.856,1082.271,800.962,430.288,203.362,131.997,0,0,0,0
scen2078,0,0,0,0,0,0,0.016,26.89,178.633,683.533,992.806,876.704,1167.437,605.341,1150.31,1035.728,695.77,403.598,170.837,114.057,0,0,0,0
scen2079,0,0,0,0,0,0,0.827,20.239,229.93,591.948,1408.695,1014.601,1259.391,1139.285,1367.316,892.063,641.869,399.416,188.396,106.235,0,0,0,0
scen2080,0,0,0,0,0,0,0.579,13.748,116.481,636.174,881.962,1316.08,997.359,1402.029,1282.094,1100.303,841.649,432.054,212.462,143.803,0,0,0,0
scen2081,0,0,0,0,0,0,0.93,29.647,126.891,577.051,505.035,1155.226,1248.1,611.5,1304.321,1163.6,796.545,530.702,151.581,129.976,0,0,0,0
scen2082,0,0,0,0,0,0,0.746,22.841,113.908,815.814,1292.366,807.864,1150.483,1155.521,1167.039,908.818,843.065,440.996,201.053,119.428,0,0,0,0
scen2083,0,0,0,0,0,0,0.346,27.931,88.34,688.911,1001.027,1485.881,1271.892,1150.973,626.732,929.127,719.326,489.546,213.359,134.382,0,0,0,0
scen2084,0,0,0,0,0,0,0,23.45,103.253,613.096,1006.001,1607.67,1169.367,910.264,965.955,941.605,790.227,495.471,198.119,130.205,0,0,0,0
scen2085,0,0,0,0,0,0,0,25.244,117.409,725.611,1090.254,744.911,1442.196,1241.873,1127.291,794.515,668.132,415.434,158.696,129.241,0,0,0,0
scen2086,0,0,0,0,0,0,0.33,11.518,204.37,802.217,922.534,1221.014,563.752,1127.336,1119.438,918.159,739.98,480.832,179.195,136.854,0,0,0,0
scen2087,0,0,0,0,0,0,0.985,28.687,169.331,526.354,894.553,1221.905,1123.119,1323.31,1192.239,900.034,702.282,489,147.735,132.905,0,0,0,0
scen2088,0,0,0,0,0,0,0.251,9.655,156.95,734.03,530.631,909.988,1481.971,897.585,1379.31,1128.993,719.888,555.816,157.59,112.276,0,0,0,0
scen2089,0,0,0,0,0,0,0,16.909,116.877,563.015,905.237,672.856,1666.416,1228.846,994.088,876.778,830.659,460.016,207.161,113.931,0,0,0,0
scen2090,0,0,0,0,0,0,0,18.709,108.129,653.4,865.748,843.354,1225.721,896.945,1290.368,919.024,710.879,488.22,178.866,103.254,0,0,0,0
scen2091,0,0,0,0,0,0,0.263,31.041,52.471,747.937,897.438,493.947,1213.038,1184.47,1069.252,913.418,675.318,458.289,183.001,125.58,0,0,0,0
scen2092,0,0,0,0,0,0,0.501,17.662,171.46,398.06,1015.457,974.623,898.752,1254.586,1060.239,1078.484,592.081,504.83,216.005,103.767,0,0,0,0
scen2093,0,0,0,0,0,0,0.402,22.962,143.61,789.704,734.608,909.183,634.576,1312.825,1010.085,1082.916,747.974,433.575,139.703,141.589,0,0,0,0
scen2094,0,0,0,0,0,0,0.983,26.17,56.917,925.923,753.35,741.729,1132.982,959.153,1113.068,1050.967,732.767,451.557,186.403,142.204,0,0,0,0
scen2095,0,0,0,0,0,0,0,22.77,69.425,753.649,1159.071,1401.864,1256.133,1109.931,1040.178,1080.083,774.068,498.142,162.364,113.662,0,0,0,0
